id,parameter,value,unit,latitude,longitude,depth,timestamp,source,quality,region
OCEAN_00205,pH,33.25,PSU,-3.3973,76.9836,173.4,2025-11-29T21:14:32.395122,Satellite,good,Indian Ocean
OCEAN_00206,chlorophyll,33.92,PSU,-0.7446,78.1867,85.3,2025-11-23T20:50:45.248447,Satellite,good,Indian Ocean
OCEAN_00207,chlorophyll,36.18,PSU,11.5295,70.4355,8.0,2025-07-19T21:17:59.439246,CTD,good,Arabian Sea
OCEAN_00208,dissolved_oxygen,37.17,PSU,15.0514,61.4487,81.1,2025-09-27T15:44:56.588567,CTD,good,Arabian Sea
OCEAN_00209,pH,34.81,PSU,14.87,64.0491,36.4,2025-09-16T07:34:33.217689,Buoy,good,Arabian Sea
OCEAN_00210,dissolved_oxygen,32.27,PSU,13.2549,81.289,89.9,2025-11-09T20:39:39.779031,Satellite,good,Bay of Bengal
OCEAN_00211,chlorophyll,31.22,PSU,20.1949,64.6275,13.1,2025-06-09T08:38:20.504893,Buoy,fair,Arabian Sea
OCEAN_00212,chlorophyll,36.82,PSU,16.1079,65.8224,33.1,2025-06-15T20:16:55.216496,Satellite,good,Arabian Sea
OCEAN_00213,temperature,25.55,°C,20.2422,67.1738,196.0,2025-10-02T21:21:23.637684,CTD,fair,Arabian Sea
OCEAN_00214,pH,37.61,PSU,17.308,62.1301,170.2,2025-10-06T13:23:08.674204,Buoy,good,Arabian Sea
OCEAN_00215,salinity,30.57,PSU,19.6929,68.7548,102.3,2025-08-03T21:14:40.484305,Satellite,good,Arabian Sea
OCEAN_00216,salinity,31.82,PSU,20.0822,60.6654,50.4,2025-11-30T22:10:33.873474,CTD,good,Arabian Sea
OCEAN_00217,chlorophyll,33.44,PSU,-9.6953,74.1083,40.4,2025-07-21T02:46:58.720175,Buoy,good,Indian Ocean
OCEAN_00218,salinity,34.47,PSU,13.496,70.5995,178.2,2025-06-26T15:01:04.332429,Satellite,good,Arabian Sea
OCEAN_00219,salinity,31.47,PSU,7.2785,84.9072,123.3,2025-08-05T02:45:37.667311,Satellite,fair,Bay of Bengal
OCEAN_00220,temperature,29.93,°C,16.1704,68.0768,180.3,2025-10-06T11:43:51.500606,Buoy,good,Arabian Sea
OCEAN_00221,chlorophyll,37.02,PSU,2.4577,85.0173,194.7,2025-11-17T11:06:24.642215,CTD,fair,Indian Ocean
OCEAN_00222,pH,37.14,PSU,5.1169,82.534,50.8,2025-07-23T20:53:36.798547,Buoy,good,Bay of Bengal
OCEAN_00223,temperature,21.58,°C,14.6956,61.3565,76.1,2025-10-24T03:09:47.527071,Ship Survey,good,Arabian Sea
OCEAN_00224,chlorophyll,36.59,PSU,20.801,71.6148,74.5,2025-07-02T13:05:22.025370,Buoy,good,Arabian Sea
OCEAN_00225,chlorophyll,35.02,PSU,-6.181,82.0398,79.5,2025-08-15T14:48:16.490704,CTD,fair,Indian Ocean
OCEAN_00226,chlorophyll,37.33,PSU,15.2938,73.7851,21.1,2025-11-10T01:20:14.989210,Buoy,good,Arabian Sea
OCEAN_00227,pH,35.88,PSU,20.3543,72.5631,113.9,2025-12-03T07:13:13.290330,Ship Survey,good,Arabian Sea
OCEAN_00228,chlorophyll,31.78,PSU,17.8936,63.2536,108.3,2025-10-13T03:59:16.559304,Ship Survey,good,Arabian Sea
OCEAN_00229,dissolved_oxygen,33.82,PSU,14.3292,70.7901,134.6,2025-08-16T04:07:39.185801,Satellite,good,Arabian Sea
OCEAN_00230,dissolved_oxygen,33.9,PSU,15.1872,72.964,90.3,2025-10-07T11:22:24.518627,CTD,good,Arabian Sea
OCEAN_00231,dissolved_oxygen,30.48,PSU,-7.8318,76.9868,159.6,2025-09-25T12:55:21.896114,Ship Survey,good,Indian Ocean
OCEAN_00232,dissolved_oxygen,36.88,PSU,-3.4109,82.4297,31.3,2025-07-08T04:55:16.593729,Buoy,fair,Indian Ocean
OCEAN_00233,salinity,30.1,PSU,11.4894,74.7527,136.7,2025-08-08T17:56:40.413478,Ship Survey,good,Arabian Sea
OCEAN_00234,dissolved_oxygen,31.93,PSU,21.4778,89.9208,137.7,2025-06-21T16:39:09.444926,Ship Survey,good,Bay of Bengal
OCEAN_00235,temperature,23.9,°C,9.3244,87.135,133.0,2025-11-09T06:36:07.922655,Buoy,good,Indian Ocean
OCEAN_00236,temperature,20.62,°C,21.7144,73.8671,143.4,2025-07-03T12:21:32.282007,Buoy,good,Arabian Sea
OCEAN_00237,dissolved_oxygen,34.27,PSU,-8.7604,79.0952,96.4,2025-06-20T12:42:01.213926,CTD,good,Indian Ocean
OCEAN_00238,pH,36.99,PSU,11.1107,92.2667,82.4,2025-10-11T04:42:19.250032,Satellite,good,Bay of Bengal
OCEAN_00239,chlorophyll,33.72,PSU,16.6537,61.214,73.4,2025-07-05T15:50:02.597382,Satellite,good,Arabian Sea
OCEAN_00240,chlorophyll,30.77,PSU,-2.0295,80.0403,75.6,2025-09-12T01:21:58.332314,Buoy,fair,Indian Ocean
OCEAN_00241,pH,30.7,PSU,12.0706,81.3311,159.2,2025-07-30T05:03:25.379331,CTD,good,Bay of Bengal
OCEAN_00242,pH,37.37,PSU,9.0863,81.7132,148.1,2025-07-11T11:09:07.847436,Ship Survey,good,Indian Ocean
OCEAN_00243,chlorophyll,33.74,PSU,23.7331,72.7091,7.4,2025-07-10T07:36:07.104124,CTD,good,Arabian Sea
OCEAN_00244,temperature,29.78,°C,9.7714,66.6399,126.5,2025-12-02T22:27:20.935179,Satellite,good,Indian Ocean
OCEAN_00245,chlorophyll,37.19,PSU,9.527,89.4321,176.3,2025-10-06T12:00:50.788538,CTD,good,Bay of Bengal
OCEAN_00246,salinity,31.48,PSU,-9.6279,74.6865,57.6,2025-08-04T15:46:27.693749,Satellite,fair,Indian Ocean
OCEAN_00247,pH,32.92,PSU,-3.8642,76.0487,75.9,2025-10-21T22:16:37.512978,Ship Survey,good,Indian Ocean
OCEAN_00248,temperature,21.11,°C,9.967,88.8269,70.8,2025-08-22T18:22:05.639380,Satellite,good,Bay of Bengal
OCEAN_00249,salinity,34.73,PSU,-4.1169,68.2033,140.1,2025-09-29T22:28:04.992498,Satellite,fair,Indian Ocean
OCEAN_00250,pH,35.76,PSU,10.5845,91.9792,104.4,2025-07-03T12:59:31.044827,Satellite,fair,Bay of Bengal
OCEAN_00251,pH,33.55,PSU,19.5936,86.3438,94.2,2025-09-04T22:57:06.518593,Buoy,good,Bay of Bengal
OCEAN_00252,salinity,32.56,PSU,21.1524,88.4855,67.1,2025-09-26T02:33:47.312385,Buoy,good,Bay of Bengal
OCEAN_00253,chlorophyll,32.07,PSU,18.7026,65.5667,135.8,2025-11-16T18:01:08.669300,Buoy,good,Arabian Sea
OCEAN_00254,temperature,29.5,°C,20.8207,61.7259,128.4,2025-10-07T13:50:08.319232,CTD,good,Arabian Sea
OCEAN_00255,temperature,26.46,°C,-2.6801,74.4684,147.5,2025-07-16T07:55:08.566128,Buoy,good,Indian Ocean
OCEAN_00256,salinity,36.98,PSU,18.46,64.4061,36.0,2025-06-21T18:03:31.170459,Ship Survey,good,Arabian Sea
OCEAN_00257,dissolved_oxygen,31.54,PSU,14.4703,67.9435,24.5,2025-08-16T02:35:09.759489,Ship Survey,good,Arabian Sea
OCEAN_00258,dissolved_oxygen,37.87,PSU,-6.5729,86.3648,28.1,2025-10-13T08:37:29.532441,Buoy,good,Indian Ocean
OCEAN_00259,chlorophyll,30.52,PSU,8.78,94.5624,132.8,2025-10-27T05:28:55.806272,Ship Survey,good,Bay of Bengal
OCEAN_00260,pH,35.91,PSU,13.9922,64.8171,184.2,2025-09-03T02:22:26.985473,Buoy,good,Arabian Sea
OCEAN_00261,dissolved_oxygen,37.09,PSU,7.3889,74.7534,85.0,2025-10-14T02:29:21.318278,Buoy,good,Indian Ocean
OCEAN_00262,pH,33.78,PSU,15.2711,91.4646,5.2,2025-07-12T16:35:04.012787,Satellite,good,Bay of Bengal
OCEAN_00263,chlorophyll,36.75,PSU,17.1452,74.8498,41.4,2025-10-30T19:51:10.164400,Ship Survey,fair,Arabian Sea
OCEAN_00264,salinity,36.67,PSU,5.9548,81.6187,195.5,2025-06-11T12:04:27.815678,Ship Survey,good,Bay of Bengal
OCEAN_00265,chlorophyll,33.97,PSU,7.3482,82.5852,34.2,2025-07-26T08:14:17.763932,Buoy,fair,Bay of Bengal
OCEAN_00266,dissolved_oxygen,30.47,PSU,17.9903,60.0169,34.7,2025-11-06T23:14:01.257894,Buoy,good,Arabian Sea
OCEAN_00267,salinity,31.66,PSU,20.2312,74.6729,50.6,2025-09-26T16:37:58.073412,CTD,good,Arabian Sea
OCEAN_00268,temperature,20.26,°C,10.4231,86.4956,65.5,2025-10-20T06:03:25.965630,CTD,good,Bay of Bengal
OCEAN_00269,dissolved_oxygen,36.55,PSU,-7.625,81.8103,124.0,2025-06-26T18:40:33.645627,Ship Survey,good,Indian Ocean
OCEAN_00270,chlorophyll,30.66,PSU,17.4018,83.7358,151.3,2025-09-04T06:25:38.181087,Buoy,good,Bay of Bengal
OCEAN_00271,temperature,29.46,°C,15.111,86.3999,93.5,2025-11-21T22:38:26.388426,Ship Survey,good,Bay of Bengal
OCEAN_00272,salinity,31.73,PSU,14.8347,71.073,24.0,2025-06-29T09:11:45.758419,Buoy,good,Arabian Sea
OCEAN_00273,pH,31.81,PSU,7.5198,87.6216,13.9,2025-10-01T08:04:37.652807,Satellite,good,Bay of Bengal
OCEAN_00274,dissolved_oxygen,34.25,PSU,17.605,90.1784,20.3,2025-06-17T12:40:01.634624,Satellite,fair,Bay of Bengal
OCEAN_00275,chlorophyll,35.45,PSU,3.8546,65.1538,162.7,2025-10-04T12:38:06.437466,Ship Survey,good,Indian Ocean
OCEAN_00276,salinity,36.76,PSU,18.2371,80.3468,182.0,2025-11-29T03:43:09.358088,Ship Survey,good,Bay of Bengal
OCEAN_00277,pH,35.76,PSU,21.6943,60.4803,118.8,2025-11-19T18:37:32.278562,CTD,fair,Arabian Sea
OCEAN_00278,pH,35.9,PSU,4.6531,86.5193,76.9,2025-07-18T04:55:27.810450,Ship Survey,good,Indian Ocean
OCEAN_00279,salinity,31.12,PSU,0.9975,83.2076,14.0,2025-09-19T09:26:33.860254,Buoy,good,Indian Ocean
OCEAN_00280,salinity,31.76,PSU,-4.9352,68.8302,53.9,2025-09-27T11:07:12.132392,Ship Survey,good,Indian Ocean
OCEAN_00281,salinity,33.67,PSU,6.6875,89.206,90.2,2025-07-01T17:28:33.598182,Satellite,good,Bay of Bengal
OCEAN_00282,pH,36.31,PSU,1.4203,88.5767,151.5,2025-10-26T08:46:59.229835,Satellite,good,Indian Ocean
OCEAN_00283,chlorophyll,36.96,PSU,21.8849,73.8524,60.9,2025-10-06T23:13:31.527473,Ship Survey,good,Arabian Sea
OCEAN_00284,pH,32.61,PSU,1.9014,83.5416,198.6,2025-10-03T08:27:27.361775,Ship Survey,good,Indian Ocean
OCEAN_00285,pH,31.97,PSU,15.2547,66.9568,129.2,2025-09-14T07:39:24.891353,Satellite,fair,Arabian Sea
OCEAN_00286,salinity,33.3,PSU,9.0679,68.6271,88.2,2025-10-06T02:40:22.744669,Buoy,good,Indian Ocean
OCEAN_00287,pH,34.84,PSU,5.8467,74.2745,149.9,2025-07-25T01:35:34.179288,CTD,good,Indian Ocean
OCEAN_00288,temperature,23.97,°C,11.1984,81.0582,20.8,2025-11-16T09:01:03.935085,Buoy,fair,Bay of Bengal
OCEAN_00289,temperature,25.58,°C,8.6908,87.9,138.7,2025-09-26T02:42:49.517973,Satellite,good,Bay of Bengal
OCEAN_00290,pH,37.16,PSU,22.639,72.9934,55.4,2025-06-30T00:11:34.176318,Ship Survey,good,Arabian Sea
OCEAN_00291,chlorophyll,36.72,PSU,16.3014,68.2842,106.3,2025-11-28T01:54:45.187205,Buoy,fair,Arabian Sea
OCEAN_00292,salinity,34.07,PSU,18.8569,92.9944,31.9,2025-10-31T15:19:10.947541,Buoy,fair,Bay of Bengal
OCEAN_00293,pH,31.1,PSU,16.0136,70.4945,192.2,2025-07-28T00:50:40.996574,Buoy,good,Arabian Sea
OCEAN_00294,salinity,37.05,PSU,-8.9119,83.8974,73.2,2025-09-09T10:39:42.142760,Satellite,fair,Indian Ocean
OCEAN_00295,pH,34.51,PSU,-8.8144,79.8397,82.3,2025-10-27T09:06:33.363285,Ship Survey,good,Indian Ocean
OCEAN_00296,dissolved_oxygen,34.08,PSU,6.8141,71.297,76.4,2025-11-05T07:05:55.568935,CTD,fair,Indian Ocean
OCEAN_00297,chlorophyll,32.01,PSU,15.5117,82.3961,145.5,2025-10-05T05:34:07.963997,Buoy,good,Bay of Bengal
OCEAN_00298,salinity,30.13,PSU,-9.5797,67.0447,144.3,2025-07-03T08:15:15.298310,Satellite,good,Indian Ocean
OCEAN_00299,dissolved_oxygen,37.06,PSU,7.7295,68.4025,172.4,2025-08-24T20:47:23.732504,CTD,good,Indian Ocean
OCEAN_00300,pH,35.5,PSU,20.8106,71.6516,67.4,2025-10-12T09:26:51.219507,CTD,good,Arabian Sea
OCEAN_00301,dissolved_oxygen,30.17,PSU,12.3139,61.3191,23.0,2025-11-27T04:23:19.487302,CTD,good,Arabian Sea
OCEAN_00302,chlorophyll,37.23,PSU,22.2871,66.6305,7.6,2025-11-21T22:06:53.783860,Satellite,fair,Arabian Sea
OCEAN_00303,temperature,24.98,°C,20.0911,94.4452,184.4,2025-11-02T08:14:12.550591,Satellite,fair,Bay of Bengal
OCEAN_00304,temperature,30.55,°C,6.0863,81.8251,117.2,2025-07-17T08:59:02.668631,Ship Survey,fair,Bay of Bengal
OCEAN_00305,salinity,33.02,PSU,-1.6003,68.486,15.2,2025-09-27T13:51:17.820938,Ship Survey,good,Indian Ocean
OCEAN_00306,temperature,20.29,°C,13.9879,85.9265,49.1,2025-06-18T19:40:17.352811,CTD,fair,Bay of Bengal
OCEAN_00307,temperature,29.13,°C,15.5067,91.202,175.4,2025-12-03T09:37:05.937397,Ship Survey,good,Bay of Bengal
OCEAN_00308,salinity,35.23,PSU,-5.7282,86.2105,50.3,2025-06-27T11:29:55.993486,Buoy,good,Indian Ocean
OCEAN_00309,chlorophyll,35.6,PSU,22.2451,70.7813,168.6,2025-06-15T17:40:26.426899,Ship Survey,good,Arabian Sea
OCEAN_00310,temperature,27.54,°C,-8.4976,78.1442,107.9,2025-09-03T20:28:43.750771,CTD,good,Indian Ocean
OCEAN_00311,chlorophyll,34.61,PSU,-2.6016,84.4909,181.2,2025-11-30T21:02:10.005278,CTD,fair,Indian Ocean
OCEAN_00312,temperature,21.88,°C,21.4433,93.8716,77.2,2025-11-08T17:23:49.718473,Buoy,good,Bay of Bengal
OCEAN_00313,chlorophyll,31.81,PSU,21.0372,63.2634,63.4,2025-07-08T15:03:56.396850,Satellite,good,Arabian Sea
OCEAN_00314,salinity,33.57,PSU,23.8414,62.8102,66.8,2025-08-19T07:25:50.243078,Buoy,good,Arabian Sea
OCEAN_00315,chlorophyll,30.62,PSU,0.2481,87.6714,93.2,2025-08-01T17:38:12.196023,Ship Survey,good,Indian Ocean
OCEAN_00316,chlorophyll,35.97,PSU,-6.2771,89.4493,2.4,2025-10-20T17:32:25.357495,Satellite,good,Indian Ocean
OCEAN_00317,dissolved_oxygen,35.17,PSU,18.3718,72.102,136.1,2025-10-02T10:01:39.110908,Satellite,fair,Arabian Sea
OCEAN_00318,temperature,27.4,°C,2.7858,72.3858,90.5,2025-11-18T15:49:15.484902,Ship Survey,fair,Indian Ocean
OCEAN_00319,dissolved_oxygen,36.3,PSU,13.5666,71.6885,151.9,2025-11-26T11:55:47.911945,Satellite,good,Arabian Sea
OCEAN_00320,chlorophyll,36.87,PSU,10.6101,62.2696,70.8,2025-11-04T08:42:27.278558,Buoy,good,Arabian Sea
OCEAN_00321,temperature,22.46,°C,22.6796,63.2863,109.5,2025-08-28T13:06:42.861221,CTD,good,Arabian Sea
OCEAN_00322,pH,34.94,PSU,16.1804,69.8255,90.7,2025-06-19T12:10:55.865612,CTD,good,Arabian Sea
OCEAN_00323,chlorophyll,35.66,PSU,4.1362,70.9373,172.2,2025-06-25T11:52:22.624627,Buoy,fair,Indian Ocean
OCEAN_00324,temperature,27.95,°C,19.6126,65.4769,85.3,2025-06-21T16:05:03.861816,Ship Survey,good,Arabian Sea
OCEAN_00325,salinity,32.19,PSU,22.3462,70.0578,170.2,2025-10-26T15:14:23.419767,Buoy,good,Arabian Sea
OCEAN_00326,temperature,28.4,°C,15.7478,74.2849,42.5,2025-11-21T18:25:27.559916,Buoy,fair,Arabian Sea
OCEAN_00327,chlorophyll,33.63,PSU,13.7843,90.8406,7.3,2025-09-26T03:54:02.747099,CTD,good,Bay of Bengal
OCEAN_00328,pH,31.41,PSU,17.9249,85.743,66.6,2025-08-24T07:03:01.754413,Buoy,good,Bay of Bengal
OCEAN_00329,dissolved_oxygen,37.87,PSU,10.2336,70.3157,102.4,2025-08-03T15:16:20.552992,Ship Survey,good,Arabian Sea
OCEAN_00330,dissolved_oxygen,37.15,PSU,13.8146,74.9505,182.2,2025-09-24T23:05:41.297231,Satellite,good,Arabian Sea
OCEAN_00331,temperature,30.33,°C,9.4923,93.4912,162.8,2025-08-02T04:43:31.330654,CTD,good,Bay of Bengal
OCEAN_00332,chlorophyll,34.77,PSU,13.2103,80.0232,96.1,2025-06-17T14:52:45.661813,Buoy,good,Bay of Bengal
OCEAN_00333,salinity,37.54,PSU,12.7458,65.8443,46.3,2025-06-16T06:02:34.205914,Ship Survey,good,Arabian Sea
OCEAN_00334,salinity,34.58,PSU,10.1447,62.212,74.9,2025-08-16T15:41:59.239439,Satellite,good,Arabian Sea
OCEAN_00335,dissolved_oxygen,34.61,PSU,22.8166,68.309,138.1,2025-06-21T01:39:58.775479,Ship Survey,fair,Arabian Sea
OCEAN_00336,pH,32.92,PSU,-0.7527,79.4427,67.9,2025-07-11T07:22:14.292987,CTD,good,Indian Ocean
OCEAN_00337,dissolved_oxygen,35.81,PSU,-6.6643,77.8158,30.8,2025-09-28T08:11:52.281288,Buoy,good,Indian Ocean
OCEAN_00338,chlorophyll,31.18,PSU,23.8488,64.0283,143.7,2025-10-25T15:29:44.731230,Ship Survey,good,Arabian Sea
OCEAN_00339,pH,37.82,PSU,6.5344,88.5632,113.9,2025-09-27T07:06:48.851873,Buoy,good,Bay of Bengal
OCEAN_00340,salinity,34.05,PSU,14.5629,74.2713,195.4,2025-07-16T01:16:57.909318,Ship Survey,good,Arabian Sea
OCEAN_00341,chlorophyll,32.53,PSU,11.4295,83.1633,194.5,2025-06-12T01:50:56.053916,Satellite,good,Bay of Bengal
OCEAN_00342,salinity,36.5,PSU,-9.6864,71.6421,158.8,2025-06-21T19:12:41.623383,Buoy,good,Indian Ocean
OCEAN_00343,temperature,20.3,°C,8.7685,73.4097,174.5,2025-09-20T14:09:08.036257,Buoy,good,Indian Ocean
OCEAN_00344,dissolved_oxygen,37.93,PSU,19.7947,91.4995,178.0,2025-08-14T10:57:38.535203,Ship Survey,good,Bay of Bengal
OCEAN_00345,salinity,31.79,PSU,-3.4361,70.9835,115.8,2025-08-26T23:06:01.078829,Satellite,good,Indian Ocean
OCEAN_00346,chlorophyll,35.68,PSU,6.7867,80.5697,157.7,2025-11-27T10:47:15.047119,CTD,fair,Bay of Bengal
OCEAN_00347,dissolved_oxygen,37.25,PSU,22.9741,69.1896,125.4,2025-09-25T06:00:05.105461,Ship Survey,good,Arabian Sea
OCEAN_00348,salinity,34.57,PSU,-6.0921,76.2313,160.5,2025-10-28T13:36:57.430761,Satellite,good,Indian Ocean
OCEAN_00349,temperature,26.92,°C,14.5387,81.5475,43.5,2025-11-28T18:06:15.094399,Satellite,good,Bay of Bengal
OCEAN_00350,pH,37.66,PSU,23.4532,73.9887,183.8,2025-06-25T13:54:20.376682,Satellite,good,Arabian Sea
OCEAN_00351,chlorophyll,35.36,PSU,9.3486,65.5874,13.1,2025-09-10T07:42:22.867408,Satellite,good,Indian Ocean
OCEAN_00352,chlorophyll,34.31,PSU,12.2857,69.4469,6.4,2025-09-26T16:29:38.797730,Buoy,fair,Arabian Sea
OCEAN_00353,chlorophyll,31.15,PSU,18.7343,92.9301,138.1,2025-09-26T22:09:53.257712,CTD,good,Bay of Bengal
OCEAN_00354,dissolved_oxygen,33.99,PSU,21.4125,82.8354,153.1,2025-09-08T15:44:33.470696,Ship Survey,fair,Bay of Bengal
OCEAN_00355,dissolved_oxygen,32.05,PSU,10.7959,64.3136,57.7,2025-09-17T00:49:08.829597,Buoy,good,Arabian Sea
OCEAN_00356,pH,32.37,PSU,17.4086,61.2958,73.8,2025-07-19T06:20:35.344625,Satellite,fair,Arabian Sea
OCEAN_00357,chlorophyll,33.9,PSU,-5.105,66.0388,172.6,2025-06-08T16:03:18.546900,Satellite,good,Indian Ocean
OCEAN_00358,chlorophyll,36.72,PSU,9.2221,67.3748,117.0,2025-09-08T13:00:25.930962,Buoy,fair,Indian Ocean
OCEAN_00359,chlorophyll,35.13,PSU,8.3423,86.0078,141.4,2025-08-20T00:04:59.351053,Ship Survey,good,Indian Ocean
OCEAN_00360,salinity,34.95,PSU,17.292,85.4577,146.1,2025-07-21T17:04:37.557757,Buoy,good,Bay of Bengal
OCEAN_00361,temperature,27.87,°C,-9.0997,74.5025,24.1,2025-07-27T22:43:29.027360,Satellite,fair,Indian Ocean
OCEAN_00362,salinity,36.62,PSU,12.125,73.181,174.1,2025-08-19T04:03:59.010016,Satellite,good,Arabian Sea
OCEAN_00363,pH,34.62,PSU,17.4027,88.5384,30.6,2025-08-01T16:54:30.442377,Buoy,good,Bay of Bengal
OCEAN_00364,temperature,30.88,°C,-7.8923,75.6456,124.0,2025-09-24T05:44:01.788685,CTD,good,Indian Ocean
OCEAN_00365,chlorophyll,37.76,PSU,17.9185,91.9463,184.7,2025-10-01T04:07:53.418010,Buoy,fair,Bay of Bengal
OCEAN_00366,salinity,35.12,PSU,16.5302,64.4596,181.3,2025-09-03T21:13:49.327611,Ship Survey,good,Arabian Sea
OCEAN_00367,dissolved_oxygen,35.95,PSU,6.0181,85.3309,151.4,2025-07-22T21:44:32.847895,Buoy,good,Indian Ocean
OCEAN_00368,pH,30.88,PSU,12.0517,70.4605,69.4,2025-12-03T03:37:57.484460,CTD,good,Arabian Sea
OCEAN_00369,salinity,33.49,PSU,21.2898,69.1304,185.7,2025-08-20T23:28:34.835010,Satellite,good,Arabian Sea
OCEAN_00370,chlorophyll,33.36,PSU,8.7668,90.2708,170.0,2025-10-17T16:09:36.837231,Ship Survey,good,Bay of Bengal
OCEAN_00371,pH,31.68,PSU,21.969,93.7453,199.2,2025-07-04T19:19:07.277283,Ship Survey,good,Bay of Bengal
OCEAN_00372,salinity,31.65,PSU,10.6194,93.0375,21.6,2025-08-06T06:27:09.674246,Ship Survey,good,Bay of Bengal
OCEAN_00373,salinity,31.25,PSU,-3.1756,74.5203,34.4,2025-07-07T03:01:35.413373,Buoy,good,Indian Ocean
OCEAN_00374,temperature,24.0,°C,-5.158,77.7069,119.3,2025-11-06T05:58:40.447892,Buoy,good,Indian Ocean
OCEAN_00375,dissolved_oxygen,34.37,PSU,18.9778,65.9725,91.3,2025-12-03T18:56:50.135829,Satellite,good,Arabian Sea
OCEAN_00376,chlorophyll,36.81,PSU,16.6459,87.6121,135.4,2025-11-06T04:55:46.404528,CTD,good,Bay of Bengal
OCEAN_00377,salinity,33.86,PSU,0.3772,84.723,83.1,2025-08-26T09:34:16.297514,Ship Survey,fair,Indian Ocean
OCEAN_00378,dissolved_oxygen,32.21,PSU,19.8598,89.0369,39.9,2025-12-02T16:54:46.415410,Buoy,good,Bay of Bengal
OCEAN_00379,dissolved_oxygen,33.36,PSU,-7.8702,65.2986,199.8,2025-07-08T06:05:49.551457,CTD,good,Indian Ocean
OCEAN_00380,salinity,34.71,PSU,18.2289,69.4295,29.6,2025-07-18T02:55:44.263489,Satellite,good,Arabian Sea
OCEAN_00381,salinity,37.9,PSU,20.878,86.6448,63.8,2025-06-18T08:37:27.889645,Buoy,fair,Bay of Bengal
OCEAN_00382,dissolved_oxygen,35.64,PSU,21.25,86.734,25.1,2025-11-07T10:30:34.228836,Ship Survey,good,Bay of Bengal
OCEAN_00383,pH,32.65,PSU,2.7174,78.4246,18.2,2025-07-05T04:55:28.923775,Ship Survey,good,Indian Ocean
OCEAN_00384,temperature,25.34,°C,15.0234,88.9334,107.0,2025-06-21T14:30:16.916188,Satellite,fair,Bay of Bengal
OCEAN_00385,temperature,26.39,°C,22.1014,67.1713,75.8,2025-11-02T19:30:35.538773,Satellite,good,Arabian Sea
OCEAN_00386,pH,32.92,PSU,5.1634,86.3921,104.8,2025-10-02T20:51:52.155600,Ship Survey,good,Indian Ocean
OCEAN_00387,salinity,33.73,PSU,0.7887,76.3942,68.7,2025-06-26T03:41:39.740439,Satellite,fair,Indian Ocean
OCEAN_00388,temperature,31.46,°C,-1.182,88.5741,1.7,2025-09-06T05:57:39.333948,Ship Survey,good,Indian Ocean
OCEAN_00389,temperature,24.21,°C,14.2964,62.704,103.7,2025-07-29T13:05:54.225999,Ship Survey,good,Arabian Sea
OCEAN_00390,dissolved_oxygen,30.72,PSU,7.7451,92.0919,105.8,2025-09-08T10:49:22.356026,Buoy,good,Bay of Bengal
OCEAN_00391,chlorophyll,33.84,PSU,5.219,74.9905,168.9,2025-10-25T14:02:09.214956,Satellite,good,Indian Ocean
OCEAN_00392,dissolved_oxygen,34.4,PSU,17.6551,69.1334,107.8,2025-10-28T06:27:06.134067,Buoy,good,Arabian Sea
OCEAN_00393,pH,32.59,PSU,14.3066,91.3957,77.9,2025-09-08T17:47:06.557955,Satellite,good,Bay of Bengal
OCEAN_00394,chlorophyll,30.76,PSU,10.3606,87.2245,35.1,2025-07-24T15:39:00.682494,Buoy,good,Bay of Bengal
OCEAN_00395,salinity,33.65,PSU,2.5226,77.1749,109.0,2025-10-29T01:29:50.782776,CTD,good,Indian Ocean
OCEAN_00396,chlorophyll,34.82,PSU,20.1998,72.9678,64.9,2025-12-01T03:26:28.937455,Buoy,good,Arabian Sea
OCEAN_00397,dissolved_oxygen,31.02,PSU,16.9271,66.3343,156.2,2025-11-01T18:44:23.597245,CTD,good,Arabian Sea
OCEAN_00398,pH,33.33,PSU,-0.7366,73.5297,98.6,2025-08-10T13:07:32.729787,CTD,good,Indian Ocean
OCEAN_00399,chlorophyll,36.16,PSU,8.0685,88.9138,64.9,2025-08-14T08:53:41.926621,CTD,good,Bay of Bengal
OCEAN_00400,dissolved_oxygen,30.46,PSU,-9.99,82.3038,38.3,2025-10-24T16:54:24.188129,CTD,good,Indian Ocean
OCEAN_00401,dissolved_oxygen,31.77,PSU,18.5611,84.1123,59.2,2025-07-25T19:13:00.904973,Ship Survey,good,Bay of Bengal
OCEAN_00402,pH,33.98,PSU,23.0214,69.6963,144.4,2025-09-12T22:14:18.142218,Ship Survey,good,Arabian Sea
OCEAN_00403,chlorophyll,36.87,PSU,14.3951,89.0172,20.8,2025-07-02T16:38:10.828338,CTD,good,Bay of Bengal
OCEAN_00404,chlorophyll,36.94,PSU,10.7059,93.0096,76.6,2025-07-28T15:51:00.189206,Satellite,fair,Bay of Bengal
OCEAN_00405,chlorophyll,34.58,PSU,6.5969,90.5329,53.8,2025-07-02T04:22:57.076513,Satellite,good,Bay of Bengal
OCEAN_00406,chlorophyll,33.09,PSU,20.1479,92.2532,10.6,2025-09-10T15:28:55.105467,Satellite,good,Bay of Bengal
OCEAN_00407,temperature,25.38,°C,13.1012,80.6876,7.8,2025-11-04T11:07:21.504180,CTD,good,Bay of Bengal
OCEAN_00408,temperature,21.22,°C,13.4056,94.1663,16.2,2025-12-04T12:26:51.320656,Ship Survey,good,Bay of Bengal
